X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-03,5.000000e-06
0,7.36e+01,3.60e+01,
1,7.12e+01,3.76e+01,
2,7.28e+01,3.60e+01,
3,7.04e+01,3.76e+01,
4,7.28e+01,3.60e+01,
5,6.96e+01,3.76e+01,
6,7.20e+01,3.60e+01,
7,6.96e+01,3.76e+01,
8,7.12e+01,3.76e+01,
9,6.80e+01,3.60e+01,
10,7.04e+01,3.76e+01,
11,6.72e+01,3.60e+01,
12,6.96e+01,3.76e+01,
13,6.64e+01,3.60e+01,
14,6.80e+01,3.76e+01,
15,6.48e+01,3.60e+01,
16,6.64e+01,3.60e+01,
17,6.32e+01,3.76e+01,
18,6.48e+01,3.76e+01,
19,6.16e+01,3.60e+01,
20,6.32e+01,3.76e+01,
21,6.00e+01,3.60e+01,
22,6.16e+01,3.76e+01,
23,5.84e+01,3.60e+01,
24,6.00e+01,3.76e+01,
25,5.60e+01,3.60e+01,
26,5.76e+01,3.76e+01,
27,5.44e+01,3.60e+01,
28,5.60e+01,3.68e+01,
29,5.28e+01,3.28e+01,
30,5.44e+01,3.36e+01,
31,5.12e+01,2.40e+01,
32,5.28e+01,2.40e+01,
33,5.04e+01,1.44e+01,
34,5.20e+01,1.52e+01,
35,4.80e+01,5.60e+00,
36,5.04e+01,6.40e+00,
37,4.72e+01,1.60e+00,
38,4.88e+01,3.20e+00,
39,4.64e+01,1.60e+00,
40,4.80e+01,1.60e+00,
41,4.56e+01,3.20e+00,
42,4.72e+01,1.60e+00,
43,4.48e+01,3.20e+00,
44,4.64e+01,1.60e+00,
45,4.40e+01,3.20e+00,
46,4.40e+01,1.60e+00,
47,4.56e+01,3.20e+00,
48,4.48e+01,1.60e+00,
49,4.32e+01,3.20e+00,
50,4.48e+01,1.60e+00,
51,4.32e+01,3.20e+00,
52,4.32e+01,3.20e+00,
53,4.56e+01,1.60e+00,
54,4.40e+01,1.60e+00,
55,4.56e+01,3.20e+00,
56,4.40e+01,3.20e+00,
57,4.64e+01,8.00e-01,
58,4.48e+01,3.20e+00,
59,4.72e+01,8.00e-01,
60,4.56e+01,3.20e+00,
