X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-1.200000e-03,2.000000e-06
0,4.72e+01,2.40e+00,
1,4.64e+01,3.20e+00,
2,4.72e+01,3.20e+00,
3,4.56e+01,2.40e+00,
4,4.56e+01,2.40e+00,
5,4.72e+01,3.20e+00,
6,4.64e+01,2.40e+00,
7,4.48e+01,3.20e+00,
8,4.40e+01,2.40e+00,
9,4.64e+01,3.20e+00,
10,4.56e+01,3.20e+00,
11,4.40e+01,2.40e+00,
12,4.48e+01,3.20e+00,
13,4.40e+01,2.40e+00,
14,4.48e+01,3.20e+00,
15,4.40e+01,2.40e+00,
16,4.48e+01,3.20e+00,
17,4.32e+01,2.40e+00,
18,4.48e+01,3.20e+00,
19,4.32e+01,2.40e+00,
20,4.48e+01,3.20e+00,
21,4.32e+01,1.60e+00,
22,4.48e+01,1.60e+00,
23,4.32e+01,3.20e+00,
24,4.48e+01,1.60e+00,
25,4.32e+01,3.20e+00,
26,4.48e+01,3.20e+00,
27,4.32e+01,1.60e+00,
28,4.48e+01,3.20e+00,
29,4.32e+01,1.60e+00,
30,4.32e+01,1.60e+00,
31,4.48e+01,3.20e+00,
32,4.32e+01,3.20e+00,
33,4.48e+01,1.60e+00,
34,4.48e+01,3.20e+00,
35,4.32e+01,1.60e+00,
36,4.48e+01,3.20e+00,
37,4.40e+01,1.60e+00,
38,4.40e+01,3.20e+00,
39,4.48e+01,1.60e+00,
40,4.40e+01,3.20e+00,
41,4.64e+01,8.00e-01,
42,4.40e+01,3.20e+00,
43,4.64e+01,8.00e-01,
44,4.56e+01,3.20e+00,
45,4.72e+01,1.60e+00,
46,4.56e+01,3.20e+00,
47,4.80e+01,1.60e+00,
48,4.80e+01,3.20e+00,
49,4.56e+01,8.00e-01,
50,4.64e+01,8.00e-01,
51,4.80e+01,3.20e+00,
52,4.64e+01,8.00e-01,
53,4.80e+01,3.20e+00,
54,4.72e+01,8.00e-01,
55,4.80e+01,3.20e+00,
56,4.72e+01,2.40e+00,
57,4.88e+01,8.00e-01,
58,4.72e+01,8.00e-01,
59,4.88e+01,3.20e+00,
60,4.80e+01,2.40e+00,
61,4.96e+01,8.00e-01,
62,4.80e+01,2.40e+00,
63,5.04e+01,8.00e-01,
64,5.04e+01,2.40e+00,
65,4.88e+01,8.00e-01,
66,4.96e+01,2.40e+00,
67,5.12e+01,8.00e-01,
68,5.12e+01,2.40e+00,
69,4.96e+01,8.00e-01,
70,5.04e+01,2.40e+00,
71,5.20e+01,8.00e-01,
72,5.04e+01,2.40e+00,
73,5.28e+01,8.00e-01,
74,5.28e+01,2.40e+00,
75,5.12e+01,8.00e-01,
76,5.36e+01,8.00e-01,
77,5.20e+01,2.40e+00,
78,5.28e+01,2.40e+00,
79,5.52e+01,8.00e-01,
80,5.28e+01,8.00e-01,
81,5.52e+01,2.40e+00,
82,5.44e+01,2.40e+00,
83,5.60e+01,8.00e-01,
84,5.52e+01,2.40e+00,
85,5.68e+01,8.00e-01,
86,5.60e+01,2.40e+00,
87,5.76e+01,8.00e-01,
88,5.60e+01,2.40e+00,
89,5.84e+01,1.60e+00,
90,5.68e+01,1.60e+00,
91,5.92e+01,2.40e+00,
92,5.92e+01,2.40e+00,
93,5.76e+01,1.60e+00,
94,6.00e+01,2.40e+00,
95,5.84e+01,1.60e+00,
96,5.92e+01,2.40e+00,
97,6.08e+01,1.60e+00,
98,5.92e+01,2.40e+00,
99,6.16e+01,8.00e-01,
100,6.16e+01,2.40e+00,
101,6.00e+01,8.00e-01,
102,6.08e+01,2.40e+00,
103,6.32e+01,8.00e-01,
104,6.16e+01,8.00e-01,
105,6.40e+01,2.40e+00,
106,6.24e+01,2.40e+00,
107,6.48e+01,8.00e-01,
108,6.32e+01,2.40e+00,
109,6.48e+01,8.00e-01,
110,6.32e+01,2.40e+00,
111,6.56e+01,8.00e-01,
112,6.40e+01,8.00e-01,
113,6.64e+01,2.40e+00,
114,6.48e+01,2.40e+00,
115,6.64e+01,8.00e-01,
116,6.48e+01,2.40e+00,
117,6.72e+01,8.00e-01,
118,6.56e+01,8.00e-01,
119,6.80e+01,4.80e+00,
120,6.56e+01,3.20e+00,
121,6.80e+01,8.80e+00,
122,6.64e+01,7.20e+00,
123,6.88e+01,1.20e+01,
124,6.88e+01,1.12e+01,
125,6.72e+01,1.68e+01,
126,6.88e+01,1.52e+01,
127,6.72e+01,2.00e+01,
128,6.96e+01,1.92e+01,
129,6.80e+01,2.48e+01,
130,6.80e+01,2.32e+01,
131,7.04e+01,2.80e+01,
132,7.04e+01,2.72e+01,
133,6.88e+01,3.20e+01,
134,7.04e+01,3.20e+01,
135,6.88e+01,3.60e+01,
136,6.88e+01,3.44e+01,
137,7.20e+01,3.68e+01,
138,7.20e+01,3.68e+01,
139,6.96e+01,3.60e+01,
140,7.04e+01,3.60e+01,
141,7.28e+01,3.76e+01,
142,7.28e+01,3.76e+01,
143,7.12e+01,3.60e+01,
144,7.12e+01,3.60e+01,
145,7.28e+01,3.76e+01,
146,7.36e+01,3.76e+01,
147,7.12e+01,3.60e+01,
148,7.36e+01,3.76e+01,
149,7.20e+01,3.60e+01,
150,7.28e+01,3.76e+01,
151,7.36e+01,3.60e+01,
152,7.36e+01,3.76e+01,
153,7.20e+01,3.60e+01,
154,7.36e+01,3.76e+01,
155,7.20e+01,3.60e+01,
156,7.36e+01,3.76e+01,
157,7.20e+01,3.60e+01,
